Feature,Issues
set3,Row 692 in 'comments' is empty.
set3,Row 697 in 'comments' is empty.
set3,Row 702 in 'comments' is empty.
set3,Row 707 in 'comments' is empty.
set3,Row 712 in 'comments' is empty.
set3,Row 717 in 'comments' is empty.
set3,Row 722 in 'comments' is empty.
set3,Row 727 in 'comments' is empty.
set3,Row 732 in 'comments' is empty.
set3,Row 737 in 'comments' is empty.
set3,Row 742 in 'comments' is empty.
set3,Row 747 in 'comments' is empty.
set3,Row 752 in 'comments' is empty.
set3,Row 757 in 'comments' is empty.
set3,Row 762 in 'comments' is empty.
set3,Row 767 in 'comments' is empty.
set3,Row 772 in 'comments' is empty.
set3,Row 777 in 'comments' is empty.
set3,Row 782 in 'comments' is empty.
set3,Row 787 in 'comments' is empty.
set3,Row 792 in 'comments' is empty.
set3,Row 797 in 'comments' is empty.
set3,Row 802 in 'comments' is empty.
set3,Row 807 in 'comments' is empty.
set3,Row 812 in 'comments' is empty.
set3,Row 817 in 'comments' is empty.
set3,Row 822 in 'comments' is empty.
set3,Row 827 in 'comments' is empty.
set3,Row 832 in 'comments' is empty.
set3,Row 837 in 'comments' is empty.
set3,Row 842 in 'comments' is empty.
set3,Row 847 in 'comments' is empty.
set3,Row 852 in 'comments' is empty.
set3,Row 857 in 'comments' is empty.
set3,Row 862 in 'comments' is empty.
set3,Row 867 in 'comments' is empty.
set3,Row 872 in 'comments' is empty.
set3,Row 877 in 'comments' is empty.
set3,Row 882 in 'comments' is empty.
set3,Row 887 in 'comments' is empty.
set3,Row 892 in 'comments' is empty.
set3,Row 897 in 'comments' is empty.
set3,Row 902 in 'comments' is empty.
set3,Row 907 in 'comments' is empty.
set3,Row 912 in 'comments' is empty.
set3,Row 917 in 'comments' is empty.
set3,Row 922 in 'comments' is empty.
set3,Row 927 in 'comments' is empty.
set3,Row 932 in 'comments' is empty.
set3,Row 937 in 'comments' is empty.
set3,Row 942 in 'comments' is empty.
set3,Row 947 in 'comments' is empty.
set3,Row 952 in 'comments' is empty.
set3,Row 957 in 'comments' is empty.
set3,Row 962 in 'comments' is empty.
set3,Row 967 in 'comments' is empty.
set3,Row 972 in 'comments' is empty.
set3,Row 977 in 'comments' is empty.
set3,Row 982 in 'comments' is empty.
set3,Row 987 in 'comments' is empty.
set3,Row 992 in 'comments' is empty.
set3,Row 997 in 'comments' is empty.
set3,'property_damage' shows significant drift in category distribution.
